"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
21.3,0,"1",8.125,1.5,0,0.5,7.75,29,0,91,2,0,1,25,132,186.25,1.5,2
17.1,1,"1",15.2,11,0,0,1,7,0,60,8,0,0,24.25,128,191.25,0.75,3
18.5,0,"1",16.15,11,0,0,5.5,19,0,37,5,0,1,23.75,115.25,217.75,0.5,2.75
39.2,1,"1",16.9333333333333,9.33333333333333,0,0,7,25.3333333333333,0,153,12,0,0,29.5,92,190,0.25,1.75
8,0,"1",19.02,10.4,0,0.2,5.2,19.6,0,4,1,0.2,1,17.6,102.6,217,0.4,1.2
13.5,1,"-1",17.58,8.6,0,0.2,5.4,19.4,0,42,3,0.2,1,20.25,122.25,159.25,0.75,4.75
28.4,1,"1",7.78,3.6,0,0,7,36,0,71,5,0,2,28.8,109.2,255.4,0.4,3.4
7.5,1,"1",12.66,5,0,0,8,36.6,0,23,3,0,0,25.6,89.8,266.8,0.6,2.8
17.7,1,"1",12.62,4.8,0,0,7.6,37,0,38,5,0,1,18.75,47.75,211,0.25,3.75
11.7,0,"1",13.825,6.5,0,0,8,24.5,0,59,4,0,0,25.75,93.5,292.5,1.25,3
14,1,"1",16.325,6.75,0,0,7,28,0,48,8,0,0,18.5,63.75,256.5,0.5,1.5
8.7,1,"1",9,4.75,0,0,3.25,9.25,0,12,1,0,0,21.8,158.4,206.6,0.2,1.8
7.2,1,"1",9.7,4.6,0,0,5.2,17.4,0,6,1,0,0,26.25,95,270.25,0.25,2.5
20.3,0,"1",7.64,3.6,0,0,4.8,24.8,0,60,8,0,1,25.6,129.2,285.8,0.8,2.6
14.3,0,"1",11.24,4.8,0,0,4,20.8,0,29,4,0,1,29.75,85.75,270.25,1.5,2.5
7.6,0,"1",11.6,5,0,0,4,21.75,0,21,4,0,0,28.75,163.25,251.5,0.5,1.25
14.4,1,"1",7.84,5,0,0,2.4,12,0,72,6,0,0,34.2,133.6,304,0.2,2.2
23.5,1,"-1",7.875,0.25,0,0.75,4.25,30,0,1,3,0,0,22,110.75,231.75,0.75,1.5
10.5,0,"1",13.55,1,0,1,8.5,56.5,0.25,-1,2,0,0,25.4,137.4,257.4,0.2,2.8
13.6,1,"1",10.175,1.25,0,0.5,9.75,51.75,0.25,0,0,0,0,23.4,69,217,1.2,2.8
27.3,0,"-1",16.325,4.25,0,0.25,13.5,71,0,32,2,0.25,0,27.4,122,330.6,1,1.4
21.1,1,"1",14.175,2.75,0,0.25,16.75,86.25,0.25,54,2,0,1,33.25,107.25,297.25,1.5,2.25
10.2,0,"1",18.3666666666667,2,0,0.333333333333333,16,75.6666666666667,0.33,11,3,0,0,22,65,314.5,0.25,3.75
10.5,1,"1",16.325,2.25,0,0.25,15.25,72,0.25,16,2,0,0,25,137,274.25,1.5,3
11.6,0,"1",12.125,2.25,0,0,13.5,56.5,0,32,2,0,0,20.25,141,212.25,1,2
20.2,0,"1",9.75,2.25,0,0,13.5,53.25,0,23,3,0,1,25.75,112.5,260.25,0.75,2.5
7.3,1,"1",13.125,2.75,0,0.25,15.25,55.75,0,7,1,0,0,24,124.5,223.75,1,2.5
12.5,1,"1",11.96,2.6,0,0.2,16.2,55.8,0,25,3,0,0,20,65.5,307.5,0.75,2.5
10.2,1,"-1",12.42,2.6,0,0.2,17.2,57.6,0,20,2,0,0,17.25,139.5,154.75,0.25,2.75
16.2,0,"1",7.9,1,0,0.5,12.5,29,0,-1,1,0,0,25.8,110.2,213.2,0.8,1.6
18,1,"1",6.525,2.75,0,0,3.25,22.25,0,49,6,0,0,20.25,102,232.75,0.75,2.75
24.9,0,"1",7.925,4.25,0,0,6.75,21,0,20,3,0,0,20,93.25,265.75,0.5,2.75
8.3,1,"1",12.65,3.75,0,0.25,11.5,48.25,0.25,9,2,0,0,18.6,82.2,184,1.2,3
18.6,1,"1",11.175,3,0,0.25,11.75,50.75,0.25,0,0,0,0,23.4,129.4,197.6,0.2,1.8
9.2,0,"1",14.575,2,0,0.25,14.5,86.75,0.5,8,5,0,0,19.75,104.75,248,0.75,2.25
13.6,1,"1",10.25,2.25,0,0,10.5,64.25,0.25,12,3,0,0,15.8,61.8,223,0.6,2.2
15.9,1,"1",8,0,0,0.5,9.5,40,0,7,1,0,0,25,148.25,199.75,0.5,1
13.5,0,"1",9.85,1.5,0,0.5,12.5,47,0,21,4,0,0,18,102.8,187.4,1.2,3
16.3,1,"1",11.0666666666667,2.66666666666667,0,0.333333333333333,15,56,0,0,0,0,0,25.8,165.6,199.2,1,2.6
15,0,"1",21.7,6.4,0,0.8,12.4,78.6,0.2,50,5,0,0,31.8,113.6,271.8,0.8,2
12.8,1,"1",17.72,6.4,0,0.4,12.6,59.8,0,15,2,0,0,26.75,148.5,195.5,1,1.5
16.3,1,"1",13.625,6.5,0,0,11,47.5,0,71,4,0,0,11.4,110,183.6,0.8,2.8
8.8,0,"1",13.55,5.5,0,0,10.5,44.25,0,15,2,0,0,23.8,163.4,169.6,0.4,1.8
19.1,1,"1",13.225,5,0,0,13,57,0,30,4,0,1,33.5,88,242.75,0.25,3
17.1,1,"1",14.25,5,0,0,11.75,59.75,0,81,7,0,0,19.25,140,159.5,1,1.25
17.4,0,"1",15.325,6,0,0,11.5,49,0,52,4,0,0,29.8,151.4,215.6,0.6,1.6
14.8,0,"1",15.74,5.8,0,0.2,11.6,45.6,0,26,4,0,0,21.5,92,172,1,3
21.7,1,"1",15.44,5.8,0,0.2,11.6,51.6,0,75,6,0,0,23.4,161,193.6,1.4,2.2
22.7,0,"1",18.02,6.4,0,0.4,11,45.4,0,47,4,0,0,20,178.4,143.8,0.6,2.8
21.3,1,"1",18.74,6.4,0,0.6,13.2,49.2,0,35,4,0,0,12.8,94.4,134.6,1.4,4.2
13,1,"1",10.7666666666667,3.66666666666667,0,0.333333333333333,8,30.3333333333333,0,25,5,0,0,15.5,121.5,149,1.25,3.5
17.8,0,"1",11.4,4.66666666666667,0,0.333333333333333,9,39.3333333333333,0,74,9,0,0,25.6,167.4,226.4,0.4,1
17,1,"1",13.6,7.66666666666667,0,0.333333333333333,7.66666666666667,30,0,60,8,0,0,19.5,102.5,173,2,1.75
17.6,0,"1",15.9333333333333,10.3333333333333,0,0,9,33,0,8,2,0,0,18.8,139.8,203.2,0.6,1.8
20.7,0,"1",16.35,8.25,0,0,11,54.25,0.25,52,4,0,0,32,164.5,243,0.75,1.75
30.5,1,"-1",17.22,7.6,0,0.2,10.4,54.4,0.2,41,5,0,0,24,167,160,0.25,2.25
19.6,0,"1",21.45,5.75,0,0.5,12.75,81.75,0.5,26,4,0,0,24.6,112,159.2,0.8,2.2
17,1,"1",22.1,4.25,0,0.5,15.5,101.75,0.75,35,5,0,0,24.6,118,277.4,0.4,1
13.1,1,"1",21.95,6,0,0.5,15.25,93.5,0.5,24,6,0,0,14.4,126.2,198.6,0.8,2.4
26.8,0,"1",20.05,7,0,0.25,16.25,91.5,0.5,87,10,0,0,11.2,121.6,184.4,1,2
23.8,1,"1",19.125,8.75,0,0,15.5,78.25,0.25,53,6,0,0,14.8,129.2,190.6,1.2,2.8
11.9,1,"1",18.12,7.8,0,0.4,17,61.6,0,32,3,0,0,18.5,115.25,196.75,0.75,1.75
22.1,0,"1",16.85,7,0,0.25,16.25,64,0,92,5,0,0,17,90.75,164.25,1.25,4.25
35.3,1,"1",17.9,6,0,0.25,14.75,71.25,0,62,4,0,0,17.8,126.4,199.2,1.2,2.8
33.3,0,"1",21.4,5,0,0.5,16.25,82.75,0.25,46,7,0,0,22.25,80.25,276,0.25,2.25
8.2,1,"1",25.65,5.5,0,0.75,18,91,0.5,-2,2,0,0,24.6,100.4,189.8,0.8,2.6
28.7,0,"1",24.725,5.25,0,0.75,20.5,92.75,0.5,20,4,0,0,26.4,122,175.2,0,2.2
13.6,1,"1",25.52,5,0,0.8,20.4,103.6,0.6,2,1,0,0,17,100.4,211,1,2.4
18.9,0,"1",23.82,4.6,0,1,21.8,100.6,0.6,13,2,0,0,18.4,121.8,203,0.8,2.8
22.2,1,"1",20.54,4.6,0,0.8,22,99.6,0.4,51,3,0,0,22.5,114,238.5,0.75,1
19.5,0,"1",18.32,3.8,0,0.8,19.4,90.4,0.2,5,2,0,0,15.2,95.8,169.6,1,3.6
35.6,1,"1",20.58,3.8,0,1.2,18.2,89.6,0.2,73,8,0,0,12.8,101.2,191.6,1.6,5
19,0,"-1",17.4,4.5,0,0.25,21.75,96,0.5,48,8,0,0,21.4,93,224.4,1,2.8
16.3,1,"1",17.025,7,0,0.25,21.25,77.5,0.25,34,5,0,0,23,65,241.25,0.25,1.75
23.2,0,"1",19.15,7.5,0,0.25,22.25,87,0.25,47,5,0,0,16.5,116,242.75,0.25,3.25
14.9,0,"1",19.6,8,0,0.5,20.25,74.25,0,32,4,0,0,14.5,156,141.5,0.75,4
26.8,1,"1",18.66,7.4,0,0.4,20.4,74.8,0,38,10,0,0,35.75,144.75,313.5,0.5,1.75
25.1,0,"1",20.04,8.8,0,0.2,19.6,84.6,0.2,20,3,0,1,16,160,159.8,1.2,2.6
13.9,0,"1",21.26,7,0,0.2,19,92.4,0.4,34,5,0,0,17.6,133.2,170.4,0.4,1.6
16.6,1,"1",16.82,5.8,0,0,16.2,76.6,0.4,47,3,0,0,21.8,158.4,204.8,1.4,1.2
12,0,"1",17.16,5.8,0,0,15.2,81,0.4,33,5,0,0,21.75,161.75,190.25,0.75,1.25
15.2,0,"1",14.2,5,0,0,14.2,64.4,0.2,55,5,0,0,21.6,109.8,178.8,1,1.2
33.2,1,"1",25.675,5,0,0.75,21.75,113,0.75,102,7,0,1,23.5,108,269.75,1.5,3.25
27.1,0,"1",31.75,6.25,0,0.75,22.75,120,0.75,10,1,0.25,0,21,103,252.75,0.5,2.75
29.1,1,"1",31.675,5.5,0,1,23,118.75,0.75,59,4,0.25,0,16,145.5,141.5,0.75,2
30,0,"1",30.8,5.75,0,1.25,22.5,91.25,0.5,52,5,0.25,0,27.25,109,221.75,0.75,2.25
19.1,1,"1",29.85,5.5,0,1.25,22,87.75,0.5,24,3,0.25,0,29.5,125.5,279,0.25,2
15.9,1,"1",27.7,5.8,0,1,21.8,91.6,0.6,9,1,0.2,0,19,132.8,203.8,1.2,1.8
12.4,0,"1",19.58,4.2,0,0.6,19.4,87,0.6,9,2,0,0,18.2,117.4,185.6,0.6,2.8
22.4,1,"1",16.24,4.4,0,0.4,19,83.6,0.6,38,5,0,0,10.6,77.6,172,0.4,2.8
23.3,0,"1",14.72,4.4,0,0.4,18.4,77.2,0.4,14,2,0,0,32.2,113.6,212,0.6,2.8
26.6,1,"1",15.56,4,0,0.6,18.6,77.6,0.4,21,3,0,1,19,95,217,1.2,2.8
7.9,0,"1",18.725,2.25,0,0.75,18.5,83.25,0.25,5,1,0,0,19.6,97,202,0.4,3.2
22,1,"1",15.65,2,0,0.5,18.75,83.75,0.25,24,6,0,0,14.6,75.8,239,1,1.6
31.1,1,"1",15.675,3.25,0,0.5,18,84.5,0.25,5,1,0,0,20.75,132,139.75,0.25,1.75
12.3,0,"1",21.575,3.5,0,0.75,20.25,121,0.5,32,2,0,0,30.25,118.5,274,1.25,2.5
39.6,1,"1",18.325,3.25,0,0.5,19.5,106.75,0.25,111,8,0,0,25,79.75,248.75,0.75,2
18.4,1,"1",22.58,4.2,0,0.6,20.2,104.4,0.2,22,2,0.2,0,26,104,244.25,0.5,2
25.8,0,"1",24.68,4.6,0,0.6,21.6,114,0.4,27,5,0.2,0,17.5,105.5,230.5,0.75,4
16.4,1,"1",25.44,4.8,0,0.4,23,127,0.6,9,1,0.2,0,16,113.25,159.5,0.5,2
33.5,0,"1",22.5,5.2,0,0.2,24.2,108.8,0.6,71,5,0.2,1,24.2,96.2,172,0.8,2
44.9,1,"1",26.74,5.8,0,0.2,26.4,119.4,0.8,29,5,0.2,0,21,95.8,226.8,0.8,2.4
18.9,0,"1",27.8,5.2,0,0.4,27.6,144.4,1,49,6,0,0,13.6,95.2,194,1,3.2
41.3,0,"1",27.9,6,0,0.4,26.6,138,0.8,60,6,0,0,24.8,137.2,189.4,0.6,2.4
28.7,0,"1",18.65,6.75,0,0,19,87,0.5,42,3,0,0,10.5,69.75,200.5,0.75,2.5
20.6,0,"1",19.55,6.5,0,0,21,105.75,0.5,32,4,0,0,17,64.25,208,1,2.75
11.8,1,"1",20.25,4.5,0,0,22.5,121.5,0.75,20,3,0,0,21,126.25,242.5,1,1.5
27.5,1,"1",20.25,4.25,0,0,25.5,122.5,0.75,40,3,0,0,21,113.25,151.75,0.5,2.25
21.7,1,"-1",21.7,4,0,0.2,23.8,121,0.8,16,3,0,0,17.75,104,141.25,1.75,1.5
16.2,0,"1",17.32,3.6,0,0.2,19.8,93,0.6,30,5,0,0,24.75,124,271.5,1.25,1.75
19.3,1,"1",16.44,3.8,0,0.2,19.4,86.6,0.4,53,5,0,0,14,94,175.4,1.2,1.6
15.8,0,"1",17.94,4.8,0,0.2,18.8,91,0.4,6,1,0,0,13.5,88.25,161.75,0.75,3
23.4,1,"1",15.6,5,0,0,19.4,90.4,0.4,29,5,0,0,24.4,183.6,174.6,0.2,1
11.3,1,"1",15.94,5.4,0,0.2,19.4,77.2,0.2,12,3,0,0,17.4,148.8,177.4,0,2.2
49.8,0,"1",17.2,5.4,0,0.2,20.6,86,0.2,24,3,0,0,21,146.8,204.2,0.4,1
10.8,0,"1",12.2666666666667,0.666666666666667,0,1,8,51.3333333333333,0.33,58,1,0,0,30.6,114.2,326.4,1,2.8
12.7,1,"1",13.55,1.25,0,0.75,11.25,62,0.25,16,2,0,0,17.6,137.6,208.6,1,3.6
25.4,1,"1",12.125,2,0,0.5,11.25,70.25,0.25,20,3,0,0,27.2,116.4,222.8,0.4,2
8.1,0,"1",16.725,2,0,0.75,11.25,87,0.5,1,2,0,0,23.75,119.5,323.5,2.25,2
25.7,1,"1",15,2.4,0,0.6,10.6,81.6,0.4,0,0,0,0,25.25,89.75,278,1,1.75
7.9,0,"1",22.1,2.25,0,1.25,11.75,102,0.75,15,3,0,0,24,132.5,168.75,1,3.5
9.9,1,"1",6.2,2,0,0,10.3333333333333,41.3333333333333,0,16,2,0,0,24.2,122,217.2,1,2.8
10.3,1,"1",6.85,1.75,0,0,10.75,48,0,12,2,0,0,23,128,165.2,1.2,2.4
23.2,0,"1",8.175,1.75,0,0,12.5,57.25,0,0,0,0,0,17.4,84.2,228.2,0.8,2.2
19.4,1,"1",13,2.5,0,0,19.25,96.75,0.5,11,4,0,0,28.25,154.25,144.5,0.25,1
24.6,0,"1",14.775,3.5,0,0.25,21.25,91.75,0.25,11,3,0,0,22.5,142.25,197.5,0,2.75
20.1,0,"1",11.3,1,0,0,18.5,85,0.5,15,4,0,0,25.6,103.4,224.4,0.8,3.6
9.5,1,"1",11.825,2,0,0,17.5,82,0.5,27,3,0,0,24.8,140,226.8,0.2,1.8
27.7,0,"1",5.375,2.25,0,0,7.25,32.25,0,31,4,0,0,19.4,101.4,194.4,1,1.2
21.1,1,"1",16.75,5,0,0.5,17.25,73.5,0,38,4,0,0,21.2,124.2,221.4,0.2,1.8
30.7,1,"1",15.325,6.25,0,0.25,16.25,59.75,0.25,42,6,0,2,30,128.2,280.6,1,1.4
11.4,0,"1",19.325,6,0,0.25,18,69.75,0.25,51,4,0,0,31.6,159.2,257.4,0.4,1.6
9.3,0,"1",17.74,6.4,0,0.2,17.2,60.4,0.2,6,1,0,0,34.5,76.75,281.5,0.25,2.5
9.2,1,"1",14.92,5.2,0,0,17,58.6,0.2,40,3,0,0,12,73.2,207.6,0.6,4.4
28,0,"1",6.525,3.25,0,0,8.25,27.25,0,29,4,0,0,28.8,169.2,207.2,0.8,1
11.1,0,"1",5.7,2.75,0,0,0.75,2.5,0,51,6,0,0,13.6,78.4,207.8,0.4,3.8
8.7,1,"1",8.475,5,0,0,0.75,2.5,0,40,4,0,0,17.4,137.4,226.8,0.6,2.6
16.5,1,"1",5.06666666666667,3.33333333333333,0,0,2.33333333333333,5.33333333333333,0,69,3,0,1,25,115.2,246.2,0.6,2.8
13.3,0,"1",7.925,3.75,0,0,2,5.5,0,77,6,0,0,22.2,146.8,215.2,0.4,1.4
15.6,0,"1",7.26666666666667,4.66666666666667,0,0,0.333333333333333,-0.333333333333333,0,30,5,0,1,27.4,89,212.8,1,2.2
9.6,1,"1",10.9333333333333,5.33333333333333,0,0,0.666666666666667,5,0,16,2,0,1,16,112.2,220.4,0.6,2.4
10.8,0,"1",10.6,4.5,0,0,0.5,3.75,0,18,3,0,1,18.2,103,219.2,1,2
29.6,1,"1",10.26,1.2,0,0.6,7.2,39.4,0.2,107,10,0,0,20.25,86.75,190.75,1.5,3.5
23.6,1,"1",18.225,5,0,0.75,10.5,49,0.25,1,1,0.25,0,20.8,139,231.6,0.8,1.4
16.1,0,"1",7.75,1,0,0,12.5,26,0,12,2,0,0,17.8,100.2,198.4,0.8,2.6
14.9,1,"1",10.5333333333333,2.33333333333333,0,0.333333333333333,15,40.3333333333333,0,-6,1,0,0,22.5,163.5,191,1.25,2.25
7.8,0,"1",11.625,2.25,0,0.25,15.25,59,0.25,-1,1,0,0,25.2,134,229.8,1,2
24.3,1,"1",8.675,3,0,0,10.25,42.25,0,52,4,0,0,19.4,98,222.2,0.6,1.4
24.5,1,"1",11.8,3.4,0,0.2,10,52,0,25,7,0,0,12.6,101.8,155.2,0.8,2.4
7.4,0,"1",16.58,5.4,0,0.4,13.2,68.8,0,8,1,0,0,18,81.6,152.4,0.2,1.6
9.1,0,"1",8.15,2,0,0.25,6.5,34,0,8,1,0,0,15.25,102.5,222,1,3.25
18.4,1,"1",8.375,0.75,0,0.5,7.25,31,0,31,4,0,0,28,172.4,227.8,0.6,1
14.4,1,"1",16.66,3.4,0,0.8,8.6,29.6,0,10,1,0.2,0,24.4,84.6,269.4,0.8,2.2
9.3,1,"1",14.4,1,0,1,8,64,0,4,2,0,0,21.5,87.25,189,0.75,1.75
19.5,0,"1",7.1,2,0,0.5,10,29,0,19,2,0,1,21.6,128.2,219.8,0.2,2.4
8.6,1,"1",11.2333333333333,2.33333333333333,0,0.666666666666667,9.33333333333333,31.3333333333333,0,8,2,0,0,26.6,135.8,259.8,0.6,2.4
22.5,0,"1",10.575,2.25,0,0.5,10.5,38,0,45,3,0,0,25.2,98.6,278.8,1.2,2.8
14.9,1,"1",12.96,2.4,0,0.6,10.2,48.4,0,15,3,0,1,26,93,250,0.6,2
12.8,1,"1",22.9,2,0,1,33,115,1,0,0,0,0,18.4,79.8,287.8,1.4,2
16.9,1,"1",9.6,1,0,0,17,70,0,36,5,0,0,21.6,104,233.8,0.8,3.4
11.7,0,"1",13.25,3.5,0,0,25,76.5,0,0,2,0,0,20.2,95.4,195.8,1,3
16.7,1,"1",12.7333333333333,3.33333333333333,0,0,23.3333333333333,83.3333333333333,0,8,2,0,0,20.6,135.6,224.4,0.8,1.8
8.5,0,"1",15.1,4.66666666666667,0,0,24,96.3333333333333,0.33,5,1,0,0,21.25,112.25,188.5,1.25,1.75
8.9,1,"1",12.3,3.33333333333333,0,0,20,92,0.33,0,0,0,0,17.8,134.6,202.6,0.2,2.8
8.2,0,"1",11.45,2.75,0,0,19.5,91.25,0.25,0,0,0,0,35.6,134.2,269,0.8,1.8
18.6,1,"1",6.7,1.25,0,0,12.5,46.75,0,9,1,0,0,13.6,95,164,0.6,4.4
14.5,1,"1",11.8333333333333,2,0,0.666666666666667,13,45,0,0,1,0,0,21.4,100.4,267.4,0.2,2.4
12.6,0,"1",16.55,1,0,1.5,12.5,61,0,0,0,0,0,24.75,106.5,214,0.75,2.75
7.8,0,"1",10.2666666666667,0.666666666666667,0,0.666666666666667,15.3333333333333,59.3333333333333,0,11,2,0,0,16,109.5,172.25,0.75,3.5
13.1,1,"1",9.225,1.5,0,0,13.75,65.25,0,6,1,0,0,17.6,100,225.8,0.8,2
15.3,0,"1",8.475,1.5,0,0.25,14.25,54,0,0,0,0,0,19.8,125.4,154.2,0.8,2.8
13.5,0,"1",10.475,0.25,0,1.25,7.75,25.75,0,24,2,0,0,21.4,170,228.2,0.6,1.6
12.6,1,"1",11.08,0.6,0,1.2,8.6,26.8,0,7,1,0,0,20.8,91.6,189.4,0.4,2.4
15,0,"1",10.98,0.6,0,1.2,8.8,27.6,0,6,1,0,0,27.6,114.2,189.8,1.2,1.6
8.3,0,"1",10.92,0.8,0,1,11,35.8,0,0,0,0,0,12,111.8,138.6,1.2,3
15.6,1,"1",11.24,0.8,0,0.8,15.6,53,0,0,0,0,0,13.8,70.6,184,0.8,2
9.5,0,"1",5.53333333333333,0,0,0.333333333333333,9.33333333333333,38.6666666666667,0,0,0,0,0,13.8,86.2,150.6,0.6,2.2
30.5,1,"1",7.65,0.25,0,0.5,9.25,43.25,0,0,0,0,0,26.25,126.25,269.5,0.75,0.5
7.3,0,"1",13.6,0.333333333333333,0,1.33333333333333,10.3333333333333,51.6666666666667,0,11,1,0,0,32.4,157.4,245.4,0.2,1.8
12.2,0,"1",10.9,1.5,0,0.5,9,41,0,0,0,0,0,19.4,118,171.6,0.8,2
7.3,1,"1",8.9,1,0,0.5,10.25,39.5,0,0,0,0,0,18.25,143.5,170.5,0.5,1.75
9.2,0,"1",6.98,0.4,0,0.6,11,27.6,0,0,0,0,0,16.2,100.4,215,0.4,2
8.1,0,"1",8.3,0.6,0,0.4,7.6,44.6,0.2,32,2,0,0,23.8,128.4,189.2,0.2,1.6
22.5,1,"1",8,2.25,0,0.25,8.25,38.25,0,19,5,0,0,28,136.8,254.2,0.4,1
8.6,0,"1",5.83333333333333,1.33333333333333,0,0.333333333333333,2.33333333333333,15,0,18,3,0,0,20.5,117.5,278.25,0.25,3
12.1,0,"1",5.86,3.2,0,0,3.2,10.4,0,30,2,0,1,18,99.75,254,2,4
15.7,1,"1",6.08,2.5,0,0,1,2.75,0,36,3,0,1,25.4,116.4,230.2,0.2,3
7.2,0,"1",8.705,2.25,0,0,3,10.5,0,18,4,0,0,24,91.25,247.25,0,1
13.8,0,"1",8.18,4.5,0,0,6,10.5,0,7,2,0,0,18,153.6,156,1,1.6
7.9,1,"1",9.13,3,0,0.5,11,26.5,0,25,4,0,0,24.2,88.6,255.2,0.8,2
7.2,0,"1",8.72,3.66666666666667,0,0.333333333333333,8.66666666666667,22.3333333333333,0,33,3,0,0,26.2,106.6,235.4,0.4,2.6
15.3,0,"1",9.63333333333333,4.33333333333333,0,0.333333333333333,7.66666666666667,24.6666666666667,0,69,7,0,0,10.4,105.4,142.8,0.8,3.4
9.4,0,"1",7.75,5.25,0,0,3,9.25,0,27,4,0,0,22.4,122.2,214.8,1,2.8
16.3,1,"1",8.08,5.2,0,0,3.2,12.8,0,61,8,0,0,8.8,114.8,179.8,0.8,3.2
12,1,"1",9.76,6,0,0,3.6,14.4,0,44,6,0,0,12.2,83,236.8,0.8,2.6
12.3,1,"1",6.65,4.25,0,0.25,3.25,15.75,0,30,5,0,0,14.5,105,227.75,1.25,1.5
10.3,0,"-1",8.15,4.5,0,0.25,4.25,11.5,0,40,5,0,0,28.4,153.6,270.4,0.4,1.4
13.2,1,"1",6.7,4,0,0,4.25,9,0,40,4,0,0,20.25,96.75,223.5,1.25,3.25
8.5,1,"1",9.75,5,0,0,7.25,26.5,0,15,4,0,0,28.8,132.6,255.4,0.4,2.2
14,1,"1",9.5,5,0,0,8.6,29.2,0,13,2,0,0,19.5,104,223,0,3.25
24.3,0,"1",8.78,3.8,0,0.2,11.6,38.4,0,66,7,0,1,16.6,122,245.4,2,1.6
10.6,1,"1",11,4.6,0,0.2,12.8,37.4,0,11,1,0,0,23,140.2,216.6,1.8,2.2
7.5,1,"1",5.56,3.2,0,0,2.8,10.6,0,18,4,0,0,22.4,168.4,146,0.6,1.8
7.1,0,"1",6.18,3.8,0,0,1.8,9.6,0,15,2,0,0,25,109.4,209,0.6,2.2
16.1,0,"1",5.94,3,0,0,2.8,10.6,0,5,2,0,0,31.5,145.25,253,1,1.75
11.5,1,"-1",7.32,2.6,0,0.2,8.4,32.8,0,18,3,0,0,19,96,226,0.2,3
21.3,1,"1",6.8,1.33333333333333,0,0.333333333333333,9.66666666666667,29.3333333333333,0,42,8,0,0,21,124.2,219.4,0.2,2.8
19.9,0,"1",13.0333333333333,4,0,0.333333333333333,15,51,0,19,3,0,1,32.5,100.25,253.25,0.25,1.75
21.8,1,"1",14.75,3.75,0,0.25,16,60.75,0,46,4,0,2,20.25,89.75,357,0.25,1.75
13.9,0,"1",16.16,3.8,0,0.2,13.2,51,0,0,0,0,0,24.4,98.8,228,0.2,2
8,1,"1",18.24,3.8,0,0.2,14,69.2,0.2,3,1,0,0,24.2,91,227.2,0.6,2.6
9.8,0,"1",5.4,1,0,0.333333333333333,6,17,0,49,3,0,0,32.75,163.25,272.75,0.5,1
13,1,"1",5.625,2.25,0,0,6.75,27.75,0,7,1,0,0,33.4,148.6,251.8,0.2,2
35.3,1,"1",14.1333333333333,1,0,0,18.3333333333333,104.666666666667,0.67,35,4,0,0,25.4,149.4,273.2,0.8,2
26.6,1,"1",19.425,2,0,0.5,18.5,110.5,0.75,13,3,0,0,26.8,128.8,300.6,0,1.8
21.9,0,"1",25.475,2.5,0,0.75,22,141.5,1,20,3,0,0,18,94.25,219,0.25,3
17.9,1,"1",25.675,3.25,0,1,23.25,127.25,0.75,44,3,0,0,24,124,250.75,0.75,2
11.6,0,"1",25.425,4,0,1.25,18.75,98.75,0.5,0,0,0,0,24.75,96.75,262,0,2.25
30.7,1,"1",11.9,2,0,0.6,15.8,52,0,7,1,0,0,17.5,58.75,223.5,0.25,3.25
15.9,1,"1",13.66,1.4,0,0.8,14.2,62.2,0.2,31,2,0,0,18.2,72.2,257.2,0.2,2.8
16.2,0,"1",13.26,1.2,0,0.8,16,62.8,0.2,7,1,0,0,13.8,54.4,246.2,0.2,2.4
13.7,0,"1",13.24,3.2,0,0.6,21,57.6,0,39,4,0,0,25,116.2,263.4,0.2,2.4
15.2,1,"1",14.94,3.4,0,0.6,20.4,59.8,0,35,6,0,0,22.4,97.4,274.8,0.2,1.2
11.4,1,"1",15.225,5.25,0,0.25,17.75,55,0,26,4,0,0,31.5,73.25,364.75,0.25,3.5
8.2,0,"1",14.775,5.25,0,0.25,16,58.75,0,8,1,0,0,26,89.6,262.4,0.4,0.8
13.6,1,"-1",12.125,4.25,0,0,15.5,56.75,0,0,0,0,0,21.75,101.5,217.5,0,3
12.9,0,"1",12.1,3.75,0,0.25,17,61.25,0,39,4,0,0,23.6,87.2,259.8,0.6,2
17.3,1,"1",10.56,3,0,0.2,15.4,55.2,0,22,3,0,0,25,117,271,1,2
17.7,1,"1",11.02,3.4,0,0.4,14.8,52.6,0,20,3,0,0,30.2,169.6,247.6,0.4,2.2
11.7,1,"1",11.84,3.6,0,0.4,15.4,50.8,0,37,4,0,0,33.2,99.8,278.4,1,3
8.8,0,"1",6.425,0,0,0,6.75,54.25,0.25,1,1,0,0,16.4,84.8,194.8,1.2,4.4
17,1,"1",7,0.5,0,0,14.25,59.75,0.25,23,1,0,0,23.6,110.4,194.2,1.2,1.8
9.1,1,"1",5.75,1.5,0,0.25,5,23.25,0,33,3,0,0,18,104.4,190.8,1,3
14,1,"1",11.725,1.75,0,0.25,21,74.75,0.25,14,2,0,0,21.5,56.75,257.5,0.25,1.5
15.9,0,"1",12.75,1,0,0.5,22,73,0.25,15,2,0,0,24.5,140,213.75,0.5,1.75
