"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
15.54,0,"1",16.832,0.2,1.6,34.2,238.8,20,0.4,2,0.8,0,19,90.75,163.25,1,1.75
11.66,1,"1",10.576,0.6,1,28.8,184.4,16.4,0,2,0.6,0,19,69.75,225.5,0.5,4
10.04,0,"1",8.492,0.6,0.6,30.2,172.8,17.2,0,1,0.6,0,29.25,153.25,253.75,0.75,1.5
22.42,1,"1",8.424,1,0.8,28.8,169.6,17.2,0,0,0.4,0,19.2,134,195.6,0.6,1.6
11.28,1,"1",9.8,0.6,1.2,25.8,157,15,0,1,0.2,0,18.2,135.4,197.4,1.2,2.8
8.54,0,"1",10.816,0.8,1.6,21.6,148.4,13.6,0,1,0,0,25,123.8,194.6,0.6,0.8
11.5,1,"1",11.912,0.4,0.8,27.8,211.8,17.8,0.2,0,0,0,27,174.8,202.4,0.8,1.6
18.76,0,"1",12.768,0.6,1,28.2,215.2,17.6,0.2,2,0,0,19.75,162.5,136.5,1,2
11.08,1,"1",15.195,0.5,1.5,30,209.25,18.25,0.25,1,0,0,21.6,79.4,196.2,1.4,2
12.1,1,"1",24.34,0,3,21,186,14,0,1,1,0,21,175.5,198.5,0.5,2.75
13.4,0,"1",18.22,0.5,2,30.5,225.5,18,0,2,0.5,0,16,96.5,207,0.75,1.5
37.02,1,"1",16.6133333333333,1,2,30,232,18.6666666666667,0,0,0.333333333333333,0,31.25,103.75,283,0,2
23.08,1,"1",21.715,0.75,2.5,34.5,287.25,23,0.25,4,0.25,1,25,134.75,223.25,0.75,1.75
19.66,1,"1",30.05,0.5,3,41.5,400,28.5,1,2,0.5,0,35,165.8,250.2,0.6,0.8
27.48,1,"1",17.82,1,1.66666666666667,37.3333333333333,244.666666666667,24.6666666666667,0,0,0.666666666666667,0,27.8,155.4,229.8,1,2.4
20.48,1,"1",20.235,1.25,1.75,36.5,271.5,24.25,0.25,2,0.5,0,20.4,106,261,0.2,1.6
22.8,0,"1",21.495,1.75,2,36,274.25,23.5,0.25,2,0,0,22.5,75.5,162,0.5,2
17.12,0,"1",23.385,1.25,2,36.75,311.5,23.75,0.5,5,0,0,19,125.2,202,0.2,1.8
13.6,0,"1",17.636,1.6,1.4,34.6,292.4,21.2,0.6,4,0.2,0,15.8,88.2,178.8,0.2,0.6
12.96,0,"1",14.86,1.6,1.4,37,270,22.4,0.4,4,0.2,0,24.75,84,228.75,0.5,1.25
18.18,1,"1",13.356,2,1,39,286.4,23.6,0.6,1,0.4,0,28.6,165.2,231,0.4,1.4
11.82,0,"1",12.432,2.2,1,35.6,255.8,22.2,0.4,3,0.4,0,23.5,101.5,214.75,0.75,2.5
15.34,1,"1",11.372,2,1,34.4,224.8,21.4,0.2,1,0.2,0,25.2,122.4,246.6,0.8,2.4
14.96,1,"1",14.38,1.8,1.4,35.6,250,22.8,0.2,1,0.2,0,27,134.4,254.2,1,2.4
15.46,1,"1",19.268,1,1.4,36.2,285.2,24,0.4,4,0.4,0,17.8,131,143.8,0.6,1.2
21.3,0,"1",19.784,1,1.6,35.4,283.6,23,0.4,3,0.6,0,18,128.6,135,0,2.2
17.8,1,"1",19.4,1.25,1.75,34,267.5,20.5,0.25,5,0.25,0,17.6,125.4,228.2,0.6,2.4
14.58,1,"1",20.865,1.5,2,36,292.25,22,0.25,1,0.5,0,26.4,112.6,244.2,0.4,1.8
13.48,0,"1",17.285,0.75,1.5,34,276.5,21.75,0,6,0.5,0,18.6,128.2,132,0.4,3
27.42,0,"1",16.79,1.25,1.5,37.75,282.25,24,0,4,0.25,0,19.5,81.25,244,0,3
13.7,1,"1",14.2266666666667,1.33333333333333,1.33333333333333,34,252.333333333333,21.6666666666667,0.33,2,0,0,10,86,170.6,0,3.4
29.6,1,"1",14.3,0.333333333333333,1,28,231.666666666667,19.3333333333333,0.33,3,0,0,12.8,97.6,181.6,0.6,2
18.06,0,"1",14.64,1,1.5,24,228.5,16,0.5,3,0,0,17.5,95.25,221.75,0.5,4
16.96,1,"1",12.45,1,1,24,212.5,17,0.5,5,0,0,26.5,151.75,212,0.75,2
27.4,1,"1",16.952,0,1.4,33.8,251.8,20.4,0.4,6,0.4,0,20.75,79.75,221.75,0.75,2.5
24.08,0,"1",23.37,0.25,2.25,35,304.25,22.75,0.75,3,0.25,0,19.5,88,187.5,0.75,3.5
21.26,1,"1",24.825,0.25,2.5,37.25,308.75,24.25,0.75,2,0,0,24,107,195.6,1,3
9.4,0,"-1",22.635,0.25,2,37.25,315.25,25.5,0.75,4,0.25,0,23.5,124.75,223.75,1,5
9.44,1,"1",14.605,0.5,0.75,39,259.5,25.75,0.5,2,0.25,0,17.75,106.25,193.25,1.75,2.25
17.56,1,"1",13.572,0.6,0.8,38,247.8,25.2,0.4,4,0.2,0,24.75,139.5,239,0.25,1.5
27.24,1,"1",12.268,1.2,0.8,39,245.2,25.2,0.4,3,0.2,0,16.2,140.4,163,1,1.8
37.22,1,"1",12.68,1.2,1.2,38,230,22.8,0.4,1,0,0,17.6,144,163.4,0.4,0.8
13.92,0,"1",19.388,1,2,38.8,279.2,24,0.6,0,0,0,20.8,43.8,259.6,2,1.6
22.98,0,"1",9.2,2,0.5,38,267.5,22.5,0.5,4,1,0,16.6,86.4,253.6,0.4,2.6
10.1,0,"1",13.7933333333333,1.33333333333333,1,36.3333333333333,279,24,0.67,6,0.666666666666667,0,27,128.25,220,0.5,0.75
8.66,1,"1",10.7866666666667,0.333333333333333,1,23.3333333333333,163,17,0.33,4,0,0,17.4,109,213.2,0.4,1.8
16.32,1,"1",6.01333333333333,1,0.666666666666667,25.3333333333333,135.333333333333,14.6666666666667,0,1,0,0,18.4,105.6,205.4,0.6,1.6
9.04,0,"1",8.08666666666667,1.66666666666667,1.33333333333333,26.3333333333333,153,13.6666666666667,0,3,0,0,31.6,105.4,282.2,0.8,1.6
10.32,1,"1",7.89333333333333,0.666666666666667,0.666666666666667,29.6666666666667,165.666666666667,17.6666666666667,0,5,0.333333333333333,0,26.2,88.4,232.6,1,2.8
17.16,0,"1",8.00666666666667,0.333333333333333,0.666666666666667,25,161,15.3333333333333,0,4,0.333333333333333,0,24,124.75,210.5,1,1
15.64,1,"1",10.94,0.333333333333333,0.666666666666667,26,201,15.3333333333333,0.33,2,0,0,31,90.75,256.5,1.25,2.75
11.3,0,"1",9.612,0.8,0.8,24.8,170.8,13.6,0.2,4,0.4,0,33,76.5,247.75,0,0.25
10.62,0,"1",5.388,1.6,0.6,27.2,141.2,14.8,0,1,0.6,0,28.4,101,205.2,0.8,1.2
12.98,1,"1",7.34,1.2,0.6,31.8,178,18.6,0,3,0.2,1,16.4,104.6,216.2,0.6,2.4
13.2,0,"1",7.676,1,0.6,28.4,164.4,15.6,0,3,0,0,20,128.8,211.2,0.8,2.6
10.52,0,"1",6.295,0,0.5,18.75,106.75,10.5,0,1,0.25,0,25.4,111.6,273,1,0.8
20.62,1,"1",6.195,1,0.5,25.5,154.25,15,0,2,0,0,27,141.5,227,1.25,2.25
9.02,0,"1",9.045,0.75,0.75,26,176.75,17.5,0,4,0.25,0,25.8,114.2,265.6,0.8,2.4
19.5,1,"1",8.455,1,0.5,31,189.5,19.75,0,6,0.25,0,28,137,275.2,0.8,1.6
12.88,1,"1",11.505,1,1.25,31.25,194.5,20.25,0,3,0.25,0,24.75,166.75,183,1.25,3
8.16,0,"1",13.065,1.25,1.25,31.75,228.5,20.75,0,0,0,0,23.75,104.75,205.75,1,1.5
16.56,1,"1",12.084,1.2,1,32.2,223.6,21.6,0,1,0,0,26.5,89.75,237,0.75,0.75
39.2,1,"1",13.224,0.8,0.8,32.2,218.6,21.6,0,3,0.2,0,14.8,77.6,190.2,1,3.6
37,0,"1",19.26,0.6,1.4,34.8,258,23.2,0.2,2,0.2,0,18.8,93.8,206,0.8,3
18.12,0,"1",20.356,0.8,1.2,39.8,284.4,25.2,0.4,3,0.6,0,25.4,124,293,0.6,1.4
24.52,0,"1",22.348,0.6,1.4,41.8,297.2,25.4,0.4,2,0.6,0,19.6,162.4,158.2,0.6,1.2
30.7,1,"-1",23.94,0.8,2.2,41.4,294,24.6,0.4,1,0.4,0,30,130.6,203.8,1,1.6
9.04,0,"1",15.76,0.5,1.75,32.5,177.75,19,0,5,0,0,16.4,121.2,171.2,0.8,2
20.78,0,"1",12.955,0.75,1.25,32.25,165.75,16,0,3,0,0,27,152,213,0.25,0.5
16.82,1,"1",9.86,1,0.75,32.25,190.25,17,0,5,0.25,0,14.75,70,193.75,0.75,2.5
9.88,0,"1",11.805,1,1.25,32,205.75,16.75,0,1,0.5,0,13.8,96,188,0.6,3.8
25.24,1,"1",6.692,1.6,0.6,33.6,187.8,17.8,0,1,0.6,0,21.2,115.4,235.8,0,3.2
9.3,0,"1",10.672,1.4,1,34.8,210.8,18.4,0.2,1,0.4,0,19.4,90.4,187,0.4,1.6
20.84,0,"1",9.345,0.75,1,26.75,160.5,14.5,0,1,0,0,27.2,81.2,329.6,0.4,1.8
15.72,1,"1",12.775,0.75,1.5,28.5,193.75,17,0,1,0,0,30,116.8,261.6,0.4,1.6
11.38,1,"1",15.82,0.25,2,26,198,16.25,0,3,0,0,37.25,208,202.5,1.25,1.25
16.04,0,"1",13.49,0,1.5,25.75,173.5,15.75,0,3,0,0,18.4,126,215.6,1,3.4
41.06,0,"1",14,0.2,1.6,27.6,182,16.6,0,4,0,0,34.5,211.25,187,0.25,1.25
15.72,1,"1",21.008,0.2,2.4,32.2,246.2,20,0.2,0,0.2,0,30.75,125,304.5,1,3
28.12,0,"1",19.984,0.2,2.2,31.2,244.6,19,0.2,0,0.2,0,27.2,142.4,275.6,1.2,1.8
12.34,1,"1",22.464,0.2,2.6,34,252.6,20.8,0.2,2,0.2,0,31,119,297.5,0.25,1.75
11.06,0,"1",24.31,0,2.75,35,272.75,21.75,0.25,3,0.25,0,25.4,118.4,247.6,0.6,2.6
29.56,1,"1",16.81,0.25,2,29,201.5,17.25,0,1,0,0,20.6,136,248,0,2.2
10.84,1,"1",14.815,0.75,1.75,28,213.5,17.75,0,3,0,0,21,120.75,154,0.25,1.5
13.92,1,"1",14.24,1,1.5,30,234.75,18.25,0,5,0.25,0,22,118.25,239,0.5,3
9.32,1,"1",13.62,1,1.25,32.5,233,18.75,0,4,0.25,0,28.25,130.25,241,0.5,3.25
13.22,1,"1",6.08,2,0.666666666666667,33.6666666666667,197,19.6666666666667,0,3,1,0,28.5,81,278.25,1,1.25
7.94,0,"1",8.11333333333333,2,1,29,187,17.6666666666667,0,1,1,0,23.25,94,252.75,1.25,1.75
10.34,1,"1",18.42,0,2,25,248,16,0,3,0,0,14.5,95.75,209.25,0.75,3
21.2,0,"1",6.20666666666667,0.666666666666667,0.666666666666667,17.3333333333333,122.666666666667,9.66666666666667,0,0,0,0,17.4,95,215.2,0.4,2.6
32.18,1,"1",9.955,0.5,1,22.5,158.25,11.5,0,3,0,0,17.5,116.5,235.25,1.25,2.5
10.06,1,"1",17.065,1.25,1.5,33.25,251,19,0.25,3,0.25,0,21.8,97.6,188.2,0.6,2.8
8.18,1,"1",7.48,3,1,27,227,17,0,1,0,0,13.4,91.4,178,0.4,3
23.66,1,"1",7.83,1.5,0.5,26,162,15,0,4,0,0,18.5,127.5,234.5,1.25,2.5
10.62,1,"1",11.24,1.25,1,29.75,202.25,18.5,0,2,0,0,19.4,92.4,215.2,1.4,3.6
8.58,0,"1",12.025,0.5,1,27.75,168.75,17.5,0,1,0,0,24.75,124,254,0.25,1.75
9.2,1,"1",7.96,1,1,24,124,13,0,4,0,0,17.8,75.4,205.4,0.4,1.6
16.12,1,"1",9.54,0.5,0.5,28,178.5,15.5,0,5,1,0,31.2,166,245.2,0.4,1
27.66,0,"1",11.7333333333333,0.666666666666667,0.666666666666667,29.3333333333333,205,18.3333333333333,0,2,1,0,34.75,162.75,283.25,0.75,1
11.08,1,"-1",15.715,0.75,1.5,31.75,228.5,20.25,0,3,0.75,0,22.8,96.4,258.8,1.2,2.6
18.92,1,"1",6.62,2,1,43,193,24,0,2,1,0,31.8,110,326,0.8,2.2
18.54,0,"1",12.77,1.5,1.5,43,233,25,0,3,0.5,0,27.75,104.75,258.25,0.25,2.25
15.2,1,"1",14.6933333333333,1,1.66666666666667,43.3333333333333,240.666666666667,25.3333333333333,0,3,0.666666666666667,0,11.75,73.5,179.75,0.75,4
16.02,0,"1",14.82,0.75,1.5,45.25,249.25,26.5,0,3,0.5,0,19.6,112,206.6,0.6,3.8
8.36,1,"1",17.17,0.25,1.75,40.25,243,24.75,0,2,0.25,0,24,138,207.75,0.5,3.5
17.64,1,"1",15.408,0.4,1.6,36.4,222.2,22,0,2,0.2,0,29.25,163.5,223.5,0.25,2
16.18,0,"1",15.152,0.2,1.6,32.4,213.8,20.8,0,4,0.2,0,28.25,51.75,307,0,1
7.6,1,"1",12.42,0.4,1.4,22,190,15.2,0,1,0.2,0,23.5,130.5,171,0.5,4
13.16,1,"1",10.736,0.8,1.4,22.4,174.4,13.6,0,4,0.2,0,13.8,101.4,180,0.6,2.8
14.76,0,"1",9.292,0.8,1.2,25.6,167.8,14.2,0,2,0.4,0,20.8,115.8,195.2,0.2,3
21.56,1,"1",15.9266666666667,0.666666666666667,1.66666666666667,32.6666666666667,224,19,0.33,5,0,0,16,91.8,268,1,1.2
10.14,1,"1",17.335,0.75,1.75,35.5,246.5,20.25,0.5,5,0,0,24.8,122.6,230,0.6,2.8
16.1,0,"1",17.185,1,1.75,36.5,259,20.75,0.5,2,0,0,18.75,136.75,237.25,0.5,2.5
14.64,1,"-1",5.99333333333333,0.666666666666667,0.666666666666667,13.3333333333333,119,7.33333333333333,0,1,0.333333333333333,0,19.25,105.75,180.25,0,2.5
9.66,0,"1",8.155,0.5,0.75,15.75,134.5,9.25,0,0,0.25,0,22,123.5,151.75,0.75,4
11.28,0,"1",10.62,0.5,1,21.5,168,13.25,0,3,0.25,0,26.5,143.75,211.25,1,1.5
10.18,1,"1",10.752,0.4,1,22.4,166.8,13.8,0,2,0.2,0,25.8,117.8,240.4,0.4,3.2
11.42,0,"1",9.168,0.4,0.6,23.8,161.2,14.4,0,5,0.2,0,23.2,79.4,171.2,1.6,1.6
7.98,1,"-1",11.436,0.4,0.8,28.8,184.4,16.6,0,1,0,0,21.8,118.4,130.2,0.4,1.6
8.4,0,"1",10.104,0.4,0.6,29.2,178.6,16.2,0,3,0,0,22.25,101.75,216.25,0.5,2.25
14.7,0,"1",5.24,0.333333333333333,0,22.6666666666667,139.333333333333,14,0,1,0.666666666666667,0,21,128.75,213.75,0.5,1.75
33.78,1,"1",6.984,0.6,0.2,27,171.6,17.4,0,1,0.4,0,20,130,269.75,0.5,1.5
28.88,0,"1",13.476,0.6,0.8,33.2,239.4,22,0.2,0,0.4,0,23.8,106,235,0.4,1.6
17.12,1,"1",18.384,0.8,1.4,40.4,298.6,25.6,0.4,4,0.4,0,16.4,101,221.6,1,3.8
15.52,0,"1",19.796,1.4,1.8,40.6,290.4,24.8,0.4,2,0,0,21.8,124.4,255.8,1,3.8
18.92,1,"1",19.96,1.4,1.8,40.6,298,24.6,0.4,2,0.2,0,24.6,130.2,174.2,1,2.4
35.16,0,"1",22.844,1,2,39.8,322.6,24.2,0.6,3,0.4,0,25.6,130.6,240.4,0.4,2.2
11.98,1,"1",15.63,0.5,1.5,30,198.25,16.25,0,4,0,0,19.8,76,187,1.4,3
11.8,1,"1",14.98,0.75,1.25,31,215.75,17.5,0,2,0,0,25.75,161,181.5,0.25,1
23.62,0,"1",12.63,1,1,33,225.75,20.25,0,2,0,0,19.75,102.25,241.5,0.5,2.5
12.9,1,"1",13.775,1.5,1.25,34,246.25,21.25,0.25,5,0,0,28.25,84.5,220.5,0.5,1.5
11.74,0,"1",13.6,1.2,1.2,33.4,240,20.6,0.2,3,0,0,26.75,163,209,0.75,1.25
19.78,1,"-1",14.408,1.2,1.4,31.4,243.2,19.8,0.2,0,0,0,21.25,92.5,173.5,0.5,2
37.92,0,"1",15.968,1,1.4,31.6,243.2,20.6,0.2,6,0,0,19.8,98.6,144,0.8,2.8
26.12,1,"1",21.192,0.8,2.2,34.4,266.8,21.4,0.4,3,0.2,0,17.25,86.75,201.5,0.75,2
11.84,0,"1",20.056,0.8,2,33.4,265.4,21.2,0.4,2,0.2,0,21.4,151.4,176.6,1.6,4.2
8.66,1,"1",20.076,0.8,2,35,266.4,21.6,0.4,2,0.2,0,34.4,134.6,290.6,0.8,1.8
19.3,0,"1",17.852,1,2,34.2,260.8,20.8,0.4,1,0.2,0,29.4,147.2,165,0.6,2.4
14.96,0,"1",13.905,0.5,1.5,30,215.75,18,0,3,0,0,15.75,111,200.75,1,3.75
12.44,1,"1",13.835,1.5,1.25,39,251.5,20.5,0.25,1,0,0,23.5,147,190.5,0.25,0.75
23.3,0,"1",12.43,1.75,1,39,238.25,20.5,0.25,3,0,0,24.25,139.25,189.75,0.5,1.75
11,1,"1",11.525,1.5,1.25,33.75,211.25,16.75,0,2,0,0,19.4,113,158.8,0.6,3.2
35.16,1,"1",13.18,0.75,1.25,33,210.75,18,0,2,0.25,0,26.6,83.6,222.4,0.8,1.8
25.66,0,"1",18.86,0.5,1.75,35.5,264,19.75,0.25,3,0.25,0,24.8,160,193.2,0.8,2.2
13.04,0,"1",19.45,1,1.75,37,276.25,21.25,0.5,4,0.25,0,10.8,91,153.2,0.6,1.8
19.74,1,"1",21.215,1,2.25,35.5,283.5,23,0.5,4,0.5,0,23,127,193.6,1,3.2
12.72,1,"1",16.516,0.4,1.4,34.8,265.4,22.8,0.2,3,0.4,0,24.75,120.25,227.5,0,1
10.06,1,"1",16.372,0.2,1.2,31.6,249.8,21.4,0.2,1,0,0,17.4,94.6,200.2,1,3.6
16.52,0,"1",15.525,0.75,1.25,34.5,237.5,22.5,0.25,1,0,0,20.5,94.5,205,1.75,2.75
9.92,1,"1",15.835,0.75,1.25,30,216.5,19.25,0.25,0,0,0,30,165.5,226.25,0.75,3
14.02,0,"1",12.305,1.25,1,27.75,198.25,16.75,0,1,0,0,25.75,132.5,200.75,1,1.5
16.66,1,"1",12.63,1,1,30.5,214.5,18,0,3,0,0,14,80.6,158,1,2.4
7.92,0,"-1",14.28,0.75,1.25,29.25,220.75,17.5,0,0,0,0,25.6,128,214.2,0.8,2.2
23.94,1,"1",13.008,0.6,1.2,26.4,196.2,15.6,0,1,0,0,23.6,124.2,245.6,0.6,0.6
23.5,0,"1",14.492,0.8,1.8,27.4,209.8,17.2,0,1,0,0,24.5,97,175.5,1,2.5
14.72,1,"1",17.208,0.4,2.2,27,218.2,18,0,2,0,0,18.2,116.6,228.6,1.2,2
24.92,0,"1",11.84,1.75,1.5,31.25,213.5,19.25,0,4,0,0,19.6,121.4,213.8,1.4,1.8
9.08,1,"1",15.595,1.75,2.25,32.25,228,17.75,0,4,0,0,16.5,68.75,210.5,0.5,2.75
14.48,1,"-1",9.08,0,1,17,127,7,0,1,0,0,22.8,99.8,206.8,0.4,3.8
23.92,0,"1",9.6,2,1.5,32,162.5,16.5,0,3,0.5,0,22,114.5,265.75,0.25,2.5
9.1,1,"-1",14.3733333333333,1.33333333333333,2,30.6666666666667,189.333333333333,17.6666666666667,0,3,0.666666666666667,0,22.2,124,217.6,1,1.8
12.54,0,"1",11.356,1.6,1.4,33.2,195.4,18,0,1,0.4,0,23.2,117,207.6,0.2,2.2
24.78,1,"1",13.164,0.8,1.4,31,229.6,19.8,0,5,0.2,0,29.75,110.75,218,0.25,0.25
13.8,1,"-1",15.404,1,1.6,34.8,257.6,21.6,0.2,1,0.2,0,26.4,126.6,204,0.8,1.8
22.42,0,"1",14.54,1,1.5,34,238.5,20,0.25,0,0,0,24.5,111.75,283,0.25,0.75
18.72,1,"1",15.91,1,1.5,38,247.75,21.75,0.5,1,0.25,0,23.25,126,205,0.25,0.5
23.98,1,"1",19.93,1,2,41.25,288.25,25.25,0.5,2,0.25,0,18,167,167.5,0.75,3
12.26,0,"1",19.73,0.75,2,41.5,282,26.25,0.5,5,0.5,0,24.5,77.25,225.5,0,1.75
13.38,0,"1",19.345,0.75,1.75,42.25,295.5,27,0.5,2,0.5,0,23.4,101.6,229.8,0.4,1.6
27.18,1,"1",18.152,0.8,1.8,40.6,273.8,25.4,0.4,1,0.4,0,24.6,88.6,261.4,1.2,2.4
15.06,0,"1",19.104,0.6,2.2,37.6,264.6,23.8,0.2,3,0.2,0,26.6,112.2,209.6,0.8,1.8
13.16,1,"-1",18.372,0.4,2,37.8,263.8,23.8,0.2,2,0.4,0,31.6,85.8,262.2,0.2,2
9.78,0,"1",16.208,0.8,2,34.4,236.2,21.4,0,4,0.2,0,32,129.2,267,0.2,1.4
9.22,1,"1",8.5,3,1,29,170,17,0,2,0,0,16.25,86.5,178.5,0,1.5
10.48,0,"1",8.86,2.5,1.5,26.5,136.5,14.5,0,7,0,0,19,91.5,186.75,1,3.25
17.96,0,"1",13.56,0.5,2,29.5,176.5,14,0,3,0.5,0,16.25,97.25,206.25,0.75,3.5
18.16,1,"1",15.0266666666667,0.333333333333333,2,32.6666666666667,200.666666666667,16.6666666666667,0,1,0.333333333333333,0,29.75,126,231.75,0.25,2.5
15.6,0,"1",15.81,0.5,1.75,37.25,232.75,22.25,0.25,4,0.25,0,19.2,102,227.4,0.4,2.6
9.24,0,"1",13.3,1,1,42.75,251.25,24.25,0.5,2,0.25,0,23.5,92.5,246.25,0.5,3.75
14.92,1,"1",12.988,0.8,0.8,38.6,245.2,24,0.4,5,0,0,18.2,104,281.2,0.4,2.4
11.88,0,"1",12.38,0.8,0.8,37.6,235,24.6,0.4,3,0.2,0,24.5,132.75,216.5,0.5,2
8.9,1,"1",8.188,1.8,1,35.4,200.2,21.8,0,3,0.2,0,23.4,110,249,0.4,0.8
13.38,0,"1",12.715,1.5,1,31.5,203.5,19.25,0,0,0.25,0,14.8,79.8,216.6,1.4,1.8
11.78,1,"1",11.26,1.25,0.75,35.75,221.5,21,0,5,0.25,0,31.25,158.25,245.25,0.75,1.5
20.32,0,"1",9.89333333333333,0.333333333333333,0.666666666666667,36.6666666666667,199,19.3333333333333,0,2,0.333333333333333,0,26.75,117.25,281.5,1.25,2.75
22.84,0,"1",12.5,0.25,0.75,36,232.5,20,0.25,0,0.25,0,12.25,103.5,139.75,0.75,2.25
14.08,1,"1",14.865,0.25,0.75,37,263.5,21.75,0.5,2,0.25,0,23,118.2,239.2,0.6,2
10.9,0,"1",15.575,1,1,36.25,302.5,22.75,0.5,1,0.25,0,20.25,105.25,207.25,0.25,2.5
7.06,0,"1",10.224,2,1,34,246.6,21.2,0.2,3,0.6,0,16.8,125.4,208.6,0.4,2.4
12.86,1,"1",14.495,1,1.75,33.75,224.25,20,0.25,1,0.25,0,32.8,159,288.4,0.4,1.8
19.18,1,"1",12.15,1,1.5,33,202.5,19,0,2,0,0,17.25,84,229.75,1.25,2.25
12.86,0,"1",12.245,0.75,1.25,38.25,215.5,22.5,0,1,0,0,26.25,123.75,248,0.75,2.5
19.78,0,"1",7.056,1.2,0.4,29.4,182.4,18.2,0.2,3,0,0,17.8,107.8,195.2,0.6,2.6
13.8,1,"1",7.91333333333333,1,1,26.3333333333333,145.333333333333,16.3333333333333,0,3,0.333333333333333,0,22.25,96.75,184.75,1,2
12,0,"1",11.94,1.33333333333333,1.33333333333333,37.3333333333333,227.666666666667,22.6666666666667,0,2,0.333333333333333,0,28.8,184.6,254.4,1,3
14.44,1,"1",11.955,1,1.25,36.25,222,22.5,0,2,0.25,0,24.25,158.75,181.5,0,1.75
14.22,1,"1",12.452,0.8,1.2,34.8,224.8,22.4,0,2,0.2,0,12.5,80.25,264,1,2.25
9.4,0,"1",8.04,0,1,21,126,15,0,1,1,0,32.2,142,238,0.2,1.8
23.3,1,"1",13.32,2,2,32,213,23,0,3,0,0,21.2,89,266.8,1,1.6
10.08,0,"1",14.16,1.33333333333333,1.66666666666667,33.3333333333333,232.333333333333,21.6666666666667,0.33,3,0.333333333333333,0,26.8,103.4,265.6,0.8,2.6
7.98,1,"1",13.14,1,1.25,33.75,237.25,20.75,0.25,3,0.5,0,17.2,100,199.6,0.4,2.4
16.28,1,"1",7.49,1,1,22,153.5,14,0,1,0.5,0,7.2,76.2,158.4,1.6,3.6
8.48,0,"1",8.97,1,1,29.5,185.5,16.25,0,4,0.5,0,25.5,107.25,294,0.5,3.25
12.44,1,"1",11.475,1,1.25,36,211.25,18.25,0,1,0.25,0,23.2,87.2,202.6,1.4,1.8
20.02,1,"1",10.455,1.25,0.75,36.75,202,17.75,0,1,0.25,0,20.25,170.75,151.25,1,3
21.2,0,"1",11.39,1.25,0.5,33.5,202.25,16.5,0,1,0,0,20,48.8,253.4,0.6,2.2
11.44,0,"1",15.535,1.25,0.75,38.25,252.75,21,0.25,1,0,0,25,197.8,154.8,0.8,2.4
14.98,1,"1",16.275,1,0.75,35.5,260,21.25,0.25,0,0,0,17.2,134,170.4,1,3.6
10.48,0,"1",14.9,1,1,34.6,254,21.2,0.2,2,0,0,22.4,127.8,223.6,0.4,1.8
36.34,0,"1",8.47,1.5,0.5,32.5,203,21,0,0,1,0,30,122.8,289.2,1,3
7.8,1,"1",17.76,1,1.66666666666667,34.6666666666667,259,23.3333333333333,0.33,1,0.666666666666667,0,23.5,124.75,236.25,0.5,4
18.14,0,"1",16.9666666666667,1,1.66666666666667,32,258.333333333333,21.6666666666667,0.33,4,0.666666666666667,0,27.5,83.25,279,1,2
19.42,1,"-1",20.76,0.333333333333333,1.33333333333333,32.6666666666667,262.333333333333,22,0.33,2,0,0,27,146.6,281.8,0.2,2.6
39.92,1,"1",20.425,0.75,1.75,33.75,251.25,20.75,0.25,4,0,0,23,76.5,267.75,0.75,2.25
22.36,0,"1",24.324,0.8,2,32.8,254.6,20.6,0.2,5,0.2,1,21.8,91.8,262.6,0.8,3.4
28.76,1,"1",17.144,1,1.4,33,217.6,20,0,2,0.4,0,29.6,114.6,288.4,0.2,1.4
17.68,1,"1",18.748,1,1.6,29.6,220.2,18.4,0,3,0.2,0,27,118.4,286.6,0.8,1.4
19.9,1,"1",18.76,0.8,1.6,30.4,219,17.8,0,0,0.4,0,23.75,104.25,221.5,0.25,2.25
31.92,0,"1",21.188,0.4,2,28.2,230.2,18,0,0,0.2,0,27.8,90,246.8,0.8,2.4
30.6,1,"1",25.756,0.6,2.6,31,252.4,20.8,0.2,2,0.4,0,24,96.6,215.2,0.4,2.2
22.5,0,"1",25.772,0.6,2.8,30.4,278.8,20.6,0.2,5,0.4,0,27,122.25,271.5,0.25,2.5
21.64,0,"1",24.52,0.4,2.6,33.2,280,22.2,0.2,0,0.4,0,23.5,86.5,252.75,0.25,2.75
8.12,1,"1",26.665,0.5,2.75,32.5,281,21.5,0.25,2,0.25,0,23.25,134.75,210.25,0.75,2.5
7.44,0,"1",20.715,0,2,26.75,224.75,16.25,0,1,0,0,20.8,120.8,261.4,0.6,2.2
8.26,0,"1",14.925,0.25,1,28.5,211.25,16.25,0,4,0.25,0,24,88.2,223.2,0.6,2
12.76,1,"1",11.53,0,1.5,23.5,142,12.5,0,0,0,0,27.75,129.5,197,0.5,2
8.1,0,"1",11.94,0.333333333333333,1.33333333333333,26.3333333333333,179.333333333333,14.6666666666667,0,0,0,0,31,190,310.25,1.25,1.5
17.2,0,"1",10.98,0.5,1,27.25,198.25,15.5,0,3,0,0,24.75,77.75,296,0,2
